CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
696.0,France,Male,40.0,3.0,0.0,2.0,1.0,0.0,49826.68
685.0,Spain,Female,47.0,4.0,0.0,1.0,1.0,1.0,110273.83
727.0,France,Male,38.0,8.0,0.0,2.0,1.0,1.0,132979.43
698.0,France,Male,37.0,7.0,0.0,2.0,1.0,1.0,109626.02
703.0,France,Male,38.0,8.0,0.0,2.0,1.0,0.0,102986.15
682.0,France,Female,40.0,3.0,0.0,1.0,1.0,1.0,81482.2
695.0,Spain,Female,56.0,8.0,0.0,1.0,1.0,0.0,49089.36
758.0,France,Male,38.0,6.0,146580.69,1.0,1.0,1.0,187925.75
590.0,Germany,Male,59.0,6.0,131326.47,4.0,1.0,0.0,126241.4
489.0,Germany,Female,46.0,3.0,139562.05,2.0,1.0,1.0,143955.96
590.0,Germany,Male,37.0,4.0,117879.35,1.0,1.0,0.0,153786.46
588.0,Spain,Male,41.0,7.0,0.0,2.0,1.0,0.0,129975.94
645.0,France,Male,36.0,7.0,0.0,2.0,1.0,1.0,172031.22
589.0,France,Female,33.0,5.0,150302.84,1.0,1.0,1.0,106841.12
569.0,Germany,Female,35.0,1.0,108477.49,2.0,0.0,0.0,173776.5
682.0,Spain,Male,32.0,7.0,0.0,2.0,1.0,1.0,124626.57
744.0,France,Male,34.0,2.0,0.0,2.0,1.0,0.0,180932.46
571.0,Germany,Female,52.0,9.0,145809.53,1.0,0.0,1.0,64849.74
686.0,Spain,Female,29.0,9.0,0.0,2.0,1.0,0.0,82970.75
597.0,France,Female,39.0,8.0,0.0,2.0,1.0,0.0,167621.18
633.0,Germany,Male,45.0,8.0,115563.71,1.0,1.0,0.0,116471.14
638.0,Spain,Female,36.0,6.0,0.0,1.0,1.0,0.0,173365.89
641.0,Spain,Female,31.0,3.0,0.0,1.0,1.0,1.0,176729.14
746.0,Germany,Female,31.0,7.0,185513.66,1.0,1.0,0.0,82870.75
850.0,France,Female,66.0,5.0,0.0,2.0,0.0,1.0,92833.89
737.0,Germany,Female,58.0,9.0,125537.38,1.0,1.0,1.0,141211.81
682.0,France,Female,47.0,4.0,0.0,2.0,1.0,1.0,158736.07
756.0,France,Male,29.0,2.0,0.0,2.0,1.0,1.0,177524.19
658.0,France,Male,38.0,3.0,133871.05,1.0,1.0,0.0,100101.06
619.0,France,Female,36.0,7.0,0.0,2.0,1.0,1.0,132798.78
787.0,France,Female,46.0,3.0,0.0,3.0,1.0,0.0,447.73
709.0,Spain,Male,30.0,5.0,0.0,1.0,1.0,1.0,47322.05
669.0,Germany,Female,42.0,2.0,117221.15,1.0,0.0,0.0,174738.2
712.0,France,Female,34.0,7.0,125561.97,1.0,0.0,0.0,126381.6
673.0,Spain,Male,46.0,9.0,0.0,1.0,1.0,0.0,82796.29
664.0,France,Male,39.0,3.0,0.0,2.0,1.0,1.0,140765.66
676.0,Spain,Male,36.0,4.0,0.0,2.0,1.0,1.0,82547.01
485.0,France,Male,26.0,9.0,0.0,2.0,1.0,0.0,68621.98
735.0,Spain,Female,33.0,3.0,137891.35,1.0,1.0,1.0,160948.87
786.0,Germany,Male,34.0,4.0,121822.9,1.0,1.0,1.0,159475.08
775.0,Spain,Female,48.0,7.0,0.0,2.0,1.0,0.0,28667.56
775.0,France,Female,30.0,1.0,0.0,1.0,1.0,1.0,142995.32
602.0,France,Male,42.0,2.0,0.0,2.0,1.0,1.0,60906.12
727.0,Spain,Male,29.0,6.0,0.0,2.0,1.0,0.0,122964.18
553.0,France,Female,41.0,4.0,0.0,1.0,1.0,0.0,64345.61
588.0,Spain,Male,48.0,6.0,0.0,2.0,1.0,1.0,166588.76
597.0,Spain,Female,42.0,3.0,0.0,2.0,1.0,0.0,160129.99
655.0,Germany,Female,60.0,4.0,125921.38,1.0,1.0,0.0,155721.15
714.0,Spain,Male,34.0,3.0,0.0,2.0,1.0,1.0,57851.1
567.0,France,Male,39.0,0.0,0.0,1.0,0.0,1.0,125912.77
714.0,France,Male,34.0,4.0,0.0,2.0,1.0,1.0,59864.96
653.0,France,Female,40.0,9.0,0.0,1.0,1.0,1.0,131736.23
649.0,France,Female,50.0,6.0,0.0,1.0,1.0,1.0,172576.43
631.0,Spain,Male,33.0,7.0,0.0,2.0,1.0,0.0,142223.94
699.0,Germany,Female,46.0,8.0,117899.95,1.0,1.0,0.0,147980.56
668.0,France,Male,35.0,7.0,0.0,1.0,1.0,1.0,140941.47
641.0,Spain,Male,41.0,4.0,0.0,2.0,1.0,0.0,149913.96
717.0,Germany,Male,24.0,3.0,135645.66,2.0,1.0,1.0,120586.32
596.0,Spain,Male,30.0,7.0,0.0,2.0,1.0,0.0,177784.68
554.0,Spain,Female,61.0,10.0,0.0,1.0,0.0,1.0,142911.99
569.0,France,Male,48.0,10.0,112494.99,1.0,1.0,1.0,80792.83
624.0,Germany,Female,31.0,7.0,114435.47,2.0,1.0,1.0,101057.95
592.0,France,Male,44.0,4.0,0.0,2.0,1.0,1.0,126477.41
516.0,France,Male,39.0,7.0,0.0,2.0,1.0,1.0,199661.5
651.0,France,Female,33.0,9.0,0.0,2.0,1.0,0.0,71139.31
731.0,France,Female,32.0,7.0,0.0,2.0,1.0,1.0,173870.39
669.0,France,Male,45.0,5.0,0.0,1.0,1.0,0.0,131773.73
685.0,Spain,Male,40.0,5.0,0.0,2.0,1.0,1.0,10656.89
684.0,Spain,Female,43.0,3.0,0.0,2.0,1.0,0.0,95500.98
540.0,Spain,Male,33.0,6.0,0.0,1.0,1.0,0.0,79178.31
850.0,France,Female,37.0,2.0,0.0,2.0,1.0,1.0,162858.25
641.0,Spain,Male,29.0,8.0,129718.3,1.0,1.0,1.0,109496.45
605.0,France,Female,48.0,7.0,0.0,1.0,1.0,0.0,1408.68
622.0,Germany,Male,59.0,4.0,119624.6,2.0,0.0,1.0,140746.13
573.0,Spain,Female,44.0,5.0,0.0,1.0,1.0,0.0,162889.1
679.0,Spain,Female,34.0,9.0,0.0,2.0,1.0,1.0,69052.87
581.0,Spain,Female,26.0,7.0,0.0,2.0,1.0,1.0,111020.24
613.0,France,Male,38.0,4.0,0.0,2.0,1.0,1.0,161653.5
576.0,France,Male,34.0,5.0,0.0,1.0,1.0,0.0,58907.08
569.0,France,Female,36.0,7.0,0.0,2.0,1.0,0.0,95500.98
763.0,Germany,Male,34.0,6.0,164523.5,2.0,0.0,0.0,96833.0
597.0,France,Female,43.0,6.0,0.0,2.0,1.0,1.0,189402.79
639.0,France,Female,44.0,2.0,0.0,2.0,1.0,1.0,93714.94
675.0,Spain,Male,29.0,6.0,0.0,2.0,1.0,1.0,86937.2
599.0,France,Male,48.0,3.0,0.0,1.0,0.0,1.0,85578.63
730.0,France,Male,36.0,1.0,0.0,2.0,0.0,1.0,97623.42
741.0,France,Male,38.0,6.0,0.0,1.0,1.0,0.0,130789.6
703.0,France,Female,22.0,7.0,0.0,2.0,1.0,1.0,188244.82
589.0,France,Male,29.0,0.0,0.0,2.0,1.0,0.0,121789.3
618.0,France,Male,36.0,8.0,0.0,2.0,0.0,0.0,70810.8
721.0,France,Female,36.0,3.0,117469.35,1.0,1.0,1.0,58214.79
684.0,France,Male,40.0,10.0,0.0,2.0,1.0,0.0,180622.02
592.0,France,Male,35.0,3.0,98765.84,1.0,1.0,0.0,84872.66
638.0,France,Male,31.0,6.0,0.0,1.0,1.0,0.0,155823.2
627.0,France,Male,47.0,1.0,0.0,2.0,1.0,0.0,93091.02
593.0,France,Female,36.0,7.0,0.0,2.0,1.0,1.0,28707.69
753.0,Germany,Female,47.0,7.0,135555.66,2.0,1.0,1.0,184474.15
537.0,France,Male,40.0,1.0,0.0,2.0,1.0,0.0,173516.71
726.0,Spain,Female,52.0,10.0,0.0,1.0,1.0,1.0,73686.75
838.0,France,Female,42.0,1.0,0.0,2.0,0.0,0.0,67364.42
757.0,France,Male,36.0,3.0,0.0,2.0,1.0,1.0,176768.59
586.0,France,Male,39.0,5.0,0.0,2.0,1.0,0.0,180622.02
593.0,France,Male,39.0,3.0,0.0,2.0,1.0,1.0,186489.95
638.0,France,Male,32.0,6.0,148071.69,1.0,1.0,1.0,91565.94
589.0,France,Male,49.0,9.0,155973.88,1.0,1.0,0.0,137452.57
682.0,France,Female,25.0,6.0,117879.32,1.0,1.0,1.0,102280.29
621.0,France,Male,42.0,4.0,0.0,1.0,1.0,0.0,115115.32
635.0,Spain,Female,31.0,9.0,129829.58,1.0,1.0,1.0,83679.46
584.0,France,Female,43.0,2.0,0.0,2.0,0.0,0.0,1187.88
523.0,France,Male,46.0,7.0,0.0,1.0,0.0,0.0,121541.58
642.0,France,Male,42.0,7.0,0.0,1.0,0.0,0.0,79366.98
678.0,France,Male,33.0,3.0,0.0,1.0,1.0,1.0,170893.85
739.0,France,Male,32.0,2.0,0.0,1.0,0.0,1.0,169117.74
471.0,France,Male,46.0,7.0,129269.27,1.0,1.0,0.0,176678.72
686.0,France,Female,37.0,1.0,0.0,2.0,1.0,1.0,142940.39
651.0,France,Male,41.0,6.0,0.0,2.0,1.0,0.0,61324.87
685.0,France,Female,57.0,4.0,138023.59,1.0,1.0,1.0,149814.68
705.0,France,Female,37.0,5.0,117444.51,1.0,0.0,1.0,126561.07
599.0,France,Male,38.0,5.0,129949.39,1.0,1.0,1.0,60906.12
624.0,Germany,Male,45.0,8.0,148055.74,1.0,1.0,1.0,92888.52
597.0,Germany,Male,34.0,0.0,122889.88,2.0,1.0,0.0,147545.65
749.0,France,Male,31.0,5.0,0.0,2.0,1.0,1.0,123885.88
568.0,Spain,Male,41.0,2.0,118633.08,1.0,1.0,1.0,182728.8
753.0,France,Female,23.0,6.0,0.0,1.0,1.0,0.0,119327.75
724.0,Spain,Male,31.0,8.0,0.0,1.0,1.0,1.0,68873.8
554.0,France,Female,45.0,6.0,0.0,2.0,1.0,0.0,57553.02
744.0,France,Male,32.0,5.0,132077.48,1.0,1.0,1.0,171718.52
634.0,France,Female,32.0,1.0,0.0,2.0,0.0,1.0,183490.99
581.0,France,Female,53.0,9.0,0.0,1.0,0.0,0.0,73656.38
622.0,Spain,Male,37.0,7.0,0.0,2.0,1.0,0.0,155711.64
727.0,France,Male,37.0,2.0,0.0,1.0,1.0,1.0,138526.96
646.0,France,Male,36.0,5.0,98173.02,1.0,1.0,0.0,123882.73
682.0,France,Male,29.0,7.0,116528.15,1.0,1.0,0.0,47880.71
622.0,France,Female,34.0,9.0,0.0,1.0,1.0,0.0,54949.73
691.0,France,Female,37.0,5.0,0.0,2.0,1.0,1.0,74846.67
731.0,France,Female,33.0,8.0,0.0,2.0,1.0,0.0,125848.88
667.0,Spain,Male,46.0,8.0,0.0,2.0,1.0,0.0,177747.57
573.0,France,Female,36.0,3.0,0.0,2.0,1.0,1.0,95372.64
695.0,France,Male,35.0,8.0,0.0,2.0,1.0,0.0,71178.09
637.0,France,Male,38.0,9.0,0.0,2.0,1.0,1.0,158918.02
535.0,Spain,Male,35.0,4.0,153058.64,1.0,1.0,0.0,184514.01
715.0,Germany,Male,33.0,5.0,121558.42,1.0,1.0,0.0,115429.32
653.0,Spain,Male,20.0,8.0,0.0,2.0,1.0,0.0,180769.55
632.0,France,Male,51.0,7.0,130181.47,1.0,1.0,0.0,38190.78
634.0,France,Male,31.0,1.0,0.0,2.0,0.0,1.0,125445.8
721.0,Germany,Female,33.0,3.0,145537.21,2.0,0.0,0.0,139048.0
639.0,France,Male,57.0,8.0,138782.76,1.0,1.0,0.0,49373.97
754.0,France,Female,27.0,4.0,0.0,2.0,1.0,1.0,121525.48
623.0,France,Female,34.0,9.0,0.0,2.0,1.0,1.0,80619.09
645.0,France,Male,30.0,9.0,0.0,2.0,1.0,0.0,111605.9
589.0,Germany,Male,45.0,4.0,110635.32,1.0,1.0,0.0,54495.82
748.0,Germany,Female,49.0,2.0,118889.66,3.0,1.0,0.0,67552.78
707.0,France,Female,40.0,7.0,0.0,2.0,1.0,1.0,130824.57
619.0,France,Female,36.0,1.0,0.0,1.0,0.0,0.0,184954.11
674.0,Germany,Female,34.0,4.0,131659.52,2.0,1.0,0.0,120852.85
543.0,France,Female,41.0,7.0,0.0,1.0,1.0,1.0,97939.4
634.0,Spain,Male,28.0,6.0,0.0,2.0,1.0,1.0,156424.4
587.0,Spain,Male,31.0,8.0,0.0,2.0,0.0,0.0,168816.22
622.0,France,Male,36.0,9.0,0.0,2.0,1.0,1.0,55313.51
697.0,Spain,Male,37.0,6.0,0.0,2.0,1.0,1.0,173365.89
577.0,France,Male,34.0,3.0,110765.68,1.0,1.0,1.0,179421.84
664.0,France,Male,38.0,8.0,114510.85,1.0,0.0,1.0,177092.16
564.0,France,Female,39.0,3.0,0.0,2.0,1.0,0.0,149913.84
646.0,Spain,Male,29.0,2.0,0.0,2.0,0.0,1.0,143960.72
807.0,France,Female,36.0,9.0,0.0,2.0,1.0,1.0,117572.59
797.0,Spain,Male,28.0,5.0,99713.87,2.0,1.0,1.0,103379.31
829.0,Germany,Male,41.0,7.0,136623.13,1.0,1.0,1.0,145560.31
773.0,France,Female,33.0,2.0,0.0,2.0,1.0,1.0,61961.57
634.0,France,Male,37.0,7.0,0.0,2.0,1.0,0.0,147797.54
850.0,France,Male,36.0,8.0,0.0,2.0,1.0,1.0,132798.78
651.0,Spain,Male,40.0,7.0,0.0,2.0,1.0,0.0,150836.22
569.0,Germany,Female,32.0,1.0,92560.3,1.0,0.0,0.0,142454.77
719.0,France,Male,43.0,8.0,161806.09,1.0,1.0,1.0,92381.01
731.0,France,Female,40.0,8.0,0.0,2.0,1.0,1.0,84532.65
707.0,Germany,Male,37.0,2.0,161525.96,1.0,1.0,1.0,159800.16
585.0,Spain,Female,38.0,5.0,0.0,2.0,0.0,0.0,142331.85
675.0,France,Male,29.0,3.0,0.0,2.0,1.0,1.0,4989.33
622.0,France,Female,45.0,2.0,123082.0,1.0,1.0,1.0,142377.69
489.0,France,Male,38.0,2.0,0.0,2.0,1.0,0.0,184800.27
633.0,Germany,Female,45.0,3.0,126265.88,1.0,1.0,0.0,86767.37
584.0,France,Female,31.0,2.0,129248.11,1.0,0.0,0.0,167984.72
621.0,France,Male,41.0,8.0,124577.33,1.0,1.0,0.0,103356.85
667.0,Spain,Male,35.0,9.0,109733.2,1.0,1.0,1.0,179908.71
691.0,Spain,Female,34.0,2.0,0.0,2.0,1.0,0.0,71175.94
617.0,Germany,Male,53.0,2.0,100880.76,1.0,1.0,1.0,28269.86
596.0,France,Male,28.0,10.0,0.0,1.0,0.0,1.0,85411.01
785.0,France,Male,41.0,8.0,0.0,2.0,1.0,0.0,101905.34
559.0,Spain,Female,22.0,3.0,0.0,1.0,1.0,0.0,96734.46
644.0,Spain,Male,27.0,6.0,0.0,2.0,1.0,1.0,136521.82
582.0,France,Male,41.0,10.0,0.0,2.0,0.0,1.0,77832.57
671.0,Germany,Female,40.0,2.0,153611.83,1.0,1.0,0.0,97938.59
730.0,France,Male,30.0,7.0,84906.45,1.0,1.0,1.0,81299.17
577.0,France,Male,42.0,6.0,0.0,2.0,1.0,1.0,153537.55
850.0,Spain,Female,45.0,7.0,0.0,1.0,1.0,0.0,97734.4
553.0,France,Male,36.0,4.0,0.0,2.0,0.0,1.0,146652.01
681.0,France,Male,44.0,9.0,120962.13,1.0,0.0,1.0,73922.95
806.0,France,Female,33.0,1.0,0.0,2.0,1.0,0.0,185580.89
751.0,Spain,Male,40.0,6.0,0.0,2.0,1.0,1.0,182076.97
592.0,France,Male,40.0,2.0,0.0,1.0,1.0,1.0,151903.6
610.0,France,Male,50.0,6.0,0.0,1.0,1.0,1.0,98640.15
601.0,France,Female,30.0,7.0,123082.08,1.0,1.0,0.0,147720.27
663.0,Germany,Male,49.0,0.0,114268.85,1.0,0.0,0.0,60921.8
807.0,France,Male,39.0,3.0,0.0,2.0,1.0,0.0,184317.74
725.0,Spain,Male,34.0,1.0,120911.75,2.0,0.0,0.0,167033.83
640.0,France,Female,43.0,6.0,125961.74,3.0,1.0,1.0,152740.16
766.0,France,Male,31.0,6.0,92740.56,1.0,1.0,1.0,177739.4
828.0,France,Male,30.0,1.0,0.0,2.0,1.0,0.0,151924.9
639.0,Spain,Male,42.0,8.0,0.0,1.0,1.0,0.0,160162.42
585.0,Germany,Female,43.0,7.0,131344.52,2.0,1.0,0.0,49865.04
593.0,France,Male,37.0,3.0,0.0,1.0,0.0,1.0,166957.82
614.0,France,Male,32.0,7.0,91621.36,2.0,0.0,0.0,161407.48
613.0,France,Male,28.0,5.0,0.0,2.0,1.0,1.0,98912.69
628.0,Germany,Male,48.0,9.0,146329.73,1.0,1.0,0.0,91510.71
745.0,Germany,Female,45.0,4.0,137592.89,1.0,1.0,1.0,183584.14
676.0,France,Female,30.0,9.0,0.0,2.0,1.0,0.0,163558.36
685.0,Spain,Female,38.0,4.0,135559.9,1.0,0.0,1.0,166677.35
637.0,France,Female,34.0,3.0,0.0,2.0,1.0,0.0,60906.12
813.0,France,Female,68.0,8.0,0.0,1.0,0.0,0.0,184980.23
629.0,France,Female,38.0,8.0,0.0,2.0,1.0,0.0,168515.61
634.0,France,Female,29.0,10.0,0.0,2.0,1.0,0.0,26116.82
682.0,Spain,Female,46.0,10.0,0.0,1.0,1.0,0.0,130846.81
687.0,France,Female,33.0,7.0,77846.9,1.0,1.0,1.0,179436.6
597.0,Spain,Male,36.0,6.0,0.0,1.0,0.0,1.0,79866.73
557.0,France,Female,29.0,2.0,125724.95,2.0,1.0,0.0,123663.63
613.0,France,Male,32.0,8.0,0.0,2.0,1.0,1.0,82298.59
721.0,France,Female,34.0,7.0,117412.19,1.0,1.0,0.0,122218.57
582.0,France,Male,37.0,7.0,0.0,2.0,1.0,0.0,38190.78
597.0,France,Male,38.0,4.0,0.0,2.0,1.0,0.0,175894.24
816.0,France,Male,55.0,9.0,0.0,3.0,0.0,0.0,114066.77
745.0,France,Female,40.0,3.0,183555.24,1.0,1.0,1.0,51536.99
691.0,Spain,Male,35.0,9.0,0.0,2.0,1.0,0.0,120512.08
703.0,France,Male,48.0,10.0,79475.3,1.0,1.0,1.0,104721.5
583.0,France,Male,29.0,7.0,0.0,2.0,1.0,1.0,103560.98
571.0,France,Male,36.0,5.0,152603.45,1.0,0.0,0.0,16081.62
695.0,France,Female,30.0,6.0,0.0,2.0,1.0,1.0,140579.17
637.0,France,Male,36.0,1.0,0.0,1.0,1.0,1.0,121207.66
562.0,France,Female,60.0,3.0,0.0,2.0,1.0,1.0,157549.6
746.0,Spain,Female,39.0,2.0,154953.94,1.0,0.0,1.0,175843.68
669.0,France,Male,36.0,2.0,0.0,1.0,1.0,0.0,82298.59
537.0,Spain,Male,26.0,8.0,96471.2,1.0,0.0,1.0,107825.08
599.0,France,Female,23.0,6.0,0.0,2.0,1.0,0.0,167029.71
583.0,France,Male,38.0,5.0,0.0,2.0,1.0,0.0,70529.0
661.0,Spain,Male,46.0,3.0,0.0,1.0,1.0,0.0,117038.96
662.0,France,Female,40.0,6.0,0.0,1.0,1.0,0.0,90162.35
556.0,Spain,Female,31.0,8.0,0.0,2.0,0.0,1.0,176778.87
709.0,France,Male,34.0,3.0,0.0,2.0,0.0,1.0,77830.36
709.0,France,Male,37.0,4.0,0.0,1.0,1.0,1.0,131283.6
731.0,France,Male,31.0,7.0,0.0,2.0,0.0,1.0,138350.74
637.0,France,Female,30.0,1.0,139129.92,1.0,1.0,1.0,91086.74
710.0,Spain,Female,43.0,6.0,0.0,1.0,0.0,0.0,80181.12
571.0,France,Male,29.0,10.0,0.0,1.0,1.0,1.0,62944.75
619.0,France,Male,35.0,2.0,174912.72,1.0,1.0,1.0,143960.72
683.0,Germany,Female,35.0,8.0,115518.07,2.0,1.0,1.0,171060.01
594.0,France,Female,33.0,7.0,0.0,2.0,0.0,0.0,823.96
749.0,Germany,Male,52.0,2.0,103522.75,1.0,1.0,0.0,182076.97
686.0,France,Female,39.0,6.0,0.0,1.0,1.0,0.0,84569.13
609.0,France,Male,49.0,8.0,0.0,2.0,1.0,0.0,166957.82
607.0,Spain,Female,40.0,8.0,0.0,2.0,1.0,1.0,185599.34
704.0,France,Female,37.0,8.0,0.0,2.0,1.0,1.0,171708.66
581.0,France,Female,40.0,2.0,0.0,1.0,1.0,1.0,71405.17
501.0,France,Male,32.0,1.0,0.0,2.0,1.0,1.0,121562.33
547.0,France,Female,35.0,1.0,0.0,2.0,1.0,0.0,166698.18
651.0,Spain,Male,29.0,2.0,0.0,2.0,1.0,0.0,73334.43
576.0,France,Female,42.0,0.0,0.0,2.0,0.0,1.0,104889.2
663.0,France,Male,33.0,6.0,0.0,1.0,1.0,0.0,38186.85
678.0,France,Male,38.0,8.0,0.0,2.0,1.0,0.0,159418.1
637.0,France,Male,35.0,9.0,85891.55,1.0,1.0,1.0,177611.57
850.0,France,Male,33.0,5.0,0.0,2.0,1.0,1.0,51362.82
635.0,Germany,Male,30.0,7.0,114514.71,1.0,1.0,1.0,135875.51
642.0,Spain,Female,35.0,10.0,0.0,2.0,1.0,1.0,132038.65
594.0,France,Male,60.0,10.0,81273.13,1.0,1.0,0.0,57841.89
651.0,France,Male,38.0,4.0,0.0,2.0,1.0,1.0,130189.72
756.0,France,Female,31.0,5.0,0.0,2.0,1.0,0.0,137028.51
662.0,France,Male,37.0,7.0,0.0,1.0,1.0,1.0,167564.82
679.0,Germany,Male,24.0,0.0,148061.89,1.0,1.0,0.0,97629.31
640.0,France,Male,44.0,3.0,96763.24,1.0,0.0,0.0,131660.31
620.0,France,Male,38.0,5.0,137638.69,1.0,1.0,0.0,119759.24
589.0,France,Female,37.0,2.0,0.0,2.0,1.0,0.0,177740.58
581.0,France,Male,34.0,5.0,97565.74,1.0,1.0,0.0,164886.64
593.0,France,Male,29.0,9.0,0.0,2.0,0.0,1.0,70810.6
709.0,Germany,Male,43.0,2.0,120905.03,3.0,0.0,0.0,142995.32
575.0,France,Male,37.0,8.0,0.0,2.0,1.0,1.0,84467.68
714.0,France,Male,36.0,9.0,0.0,2.0,1.0,1.0,167636.15
592.0,France,Female,44.0,2.0,0.0,2.0,1.0,0.0,181594.4
558.0,France,Female,42.0,6.0,0.0,1.0,1.0,0.0,138510.01
646.0,France,Female,32.0,8.0,0.0,2.0,0.0,0.0,1710.89
616.0,France,Male,37.0,8.0,0.0,2.0,1.0,0.0,111605.9
684.0,France,Female,37.0,3.0,0.0,1.0,1.0,1.0,146636.44
709.0,Germany,Male,33.0,10.0,68927.57,2.0,1.0,0.0,71738.56
590.0,France,Female,46.0,7.0,0.0,2.0,1.0,0.0,197266.58
739.0,France,Female,57.0,7.0,0.0,1.0,1.0,0.0,183617.74
758.0,Spain,Male,43.0,6.0,128760.32,1.0,0.0,0.0,141501.45
539.0,France,Female,48.0,7.0,0.0,1.0,0.0,0.0,149853.89
628.0,France,Male,26.0,7.0,0.0,1.0,1.0,0.0,132973.17
589.0,Germany,Female,47.0,4.0,127997.83,1.0,1.0,0.0,127569.8
652.0,France,Male,36.0,8.0,0.0,2.0,1.0,1.0,65316.5
577.0,France,Male,38.0,10.0,109570.93,1.0,1.0,1.0,145796.49
633.0,Germany,Male,55.0,4.0,95858.37,2.0,0.0,0.0,181945.52
646.0,Germany,Male,35.0,9.0,122570.87,1.0,1.0,0.0,176750.81
590.0,France,Male,31.0,3.0,129855.72,1.0,1.0,1.0,58320.06
526.0,Spain,Male,32.0,6.0,0.0,2.0,1.0,0.0,9087.81
715.0,Spain,Male,30.0,10.0,0.0,2.0,1.0,0.0,90896.04
744.0,France,Female,40.0,2.0,175575.95,1.0,1.0,0.0,185599.34
753.0,Spain,Male,32.0,9.0,0.0,1.0,1.0,1.0,185827.74
594.0,France,Female,45.0,6.0,0.0,2.0,1.0,0.0,51113.14
561.0,Germany,Male,39.0,6.0,118022.06,1.0,1.0,1.0,185543.34
683.0,France,Female,51.0,5.0,0.0,1.0,1.0,1.0,166692.03
561.0,France,Male,38.0,9.0,0.0,1.0,1.0,1.0,107876.2
633.0,France,Female,42.0,9.0,0.0,2.0,1.0,1.0,97938.59
739.0,France,Female,49.0,1.0,0.0,1.0,1.0,0.0,165562.84
569.0,France,Female,32.0,6.0,0.0,2.0,1.0,1.0,122964.18
663.0,France,Female,47.0,7.0,140137.15,1.0,0.0,0.0,83056.22
585.0,Spain,Male,39.0,1.0,142705.95,1.0,1.0,1.0,126796.69
792.0,Germany,Female,44.0,9.0,125977.81,1.0,1.0,0.0,151871.84
709.0,Spain,Male,38.0,3.0,0.0,2.0,1.0,0.0,176580.88
755.0,Germany,Male,36.0,6.0,123894.43,1.0,0.0,0.0,86945.0
603.0,France,Female,52.0,4.0,0.0,3.0,1.0,1.0,115676.61
611.0,France,Female,40.0,3.0,85891.55,1.0,1.0,1.0,62390.59
710.0,Germany,Female,28.0,2.0,102800.65,2.0,1.0,1.0,109159.58
643.0,France,Male,45.0,8.0,73494.11,2.0,1.0,0.0,130500.65
651.0,Spain,Female,39.0,4.0,0.0,1.0,0.0,1.0,64448.36
494.0,France,Female,35.0,9.0,117707.18,1.0,0.0,1.0,187987.01
644.0,France,Male,32.0,9.0,0.0,2.0,1.0,1.0,172749.4
711.0,Spain,Female,42.0,8.0,0.0,1.0,0.0,1.0,121798.52
671.0,France,Female,41.0,3.0,129974.79,1.0,1.0,1.0,52327.57
565.0,Spain,Male,30.0,4.0,0.0,2.0,1.0,1.0,72008.61
714.0,France,Female,35.0,5.0,92347.96,2.0,0.0,0.0,8342.35
681.0,France,Male,37.0,6.0,0.0,2.0,1.0,1.0,143635.36
596.0,France,Male,32.0,6.0,116474.22,1.0,1.0,1.0,86622.52
756.0,France,Male,36.0,5.0,146193.6,1.0,1.0,0.0,137916.49
572.0,France,Male,42.0,4.0,0.0,2.0,1.0,1.0,150720.39
689.0,France,Female,44.0,8.0,0.0,1.0,1.0,0.0,83700.66
694.0,France,Male,42.0,10.0,0.0,2.0,1.0,0.0,104721.5
707.0,Spain,Female,30.0,3.0,0.0,2.0,1.0,0.0,170195.4
763.0,Spain,Female,29.0,9.0,116099.82,1.0,1.0,0.0,53445.17
535.0,Germany,Female,61.0,4.0,122394.0,1.0,1.0,1.0,26265.21
608.0,Spain,Female,42.0,6.0,143571.52,2.0,0.0,1.0,58601.61
589.0,France,Male,29.0,7.0,0.0,2.0,1.0,1.0,180626.36
571.0,Germany,Male,36.0,4.0,105420.18,2.0,1.0,0.0,133692.88
593.0,Germany,Female,35.0,2.0,143391.07,1.0,1.0,1.0,161653.5
682.0,France,Female,46.0,4.0,0.0,2.0,1.0,1.0,88958.49
755.0,France,Male,44.0,5.0,0.0,2.0,1.0,0.0,95625.03
697.0,France,Male,35.0,4.0,0.0,2.0,0.0,0.0,128521.16
573.0,Spain,Female,22.0,7.0,122028.65,1.0,1.0,1.0,130189.54
697.0,Spain,Female,31.0,7.0,0.0,2.0,1.0,1.0,165038.41
543.0,Spain,Male,26.0,8.0,0.0,2.0,1.0,1.0,61602.42
554.0,France,Male,44.0,3.0,147974.19,1.0,0.0,0.0,182531.74
577.0,France,Male,28.0,7.0,0.0,2.0,1.0,0.0,121542.33
632.0,Spain,Female,44.0,0.0,0.0,2.0,1.0,1.0,27330.27
850.0,Germany,Female,41.0,4.0,132406.43,2.0,1.0,1.0,80552.36
628.0,Spain,Female,28.0,4.0,0.0,2.0,0.0,1.0,110498.1
607.0,France,Female,35.0,6.0,0.0,2.0,1.0,1.0,129912.74
679.0,France,Male,27.0,7.0,0.0,2.0,1.0,0.0,122268.75
732.0,France,Male,31.0,8.0,0.0,1.0,1.0,1.0,122996.76
680.0,France,Male,38.0,3.0,0.0,2.0,0.0,1.0,74940.5
619.0,France,Male,61.0,5.0,0.0,2.0,0.0,1.0,58976.85
